upper,lower,stop_loss_pct,profit_target_pct,Sharpe,TotalRet,MaxDraw,WinRate
1.3,0.6,0.5,0.2,1.8397692618007437,6776.416088808619,5622.120240809303,0.6115702479338843
1.3,0.6,1.0,0.05,1.8280458375107829,6749.109342099016,5641.254319290754,0.6115702479338843
1.3,0.6,1.0,0.1,1.8280458375107829,6749.109342099016,5641.254319290754,0.6115702479338843
1.3,0.6,1.0,0.2,1.8280458375107829,6749.109342099016,5641.254319290754,0.6115702479338843
1.3,0.6,1.5,0.05,2.611037413241376,9167.78094604001,4793.647985300829,0.6115702479338843
1.3,0.6,1.5,0.1,2.611037413241376,9167.78094604001,4793.647985300829,0.6115702479338843
1.3,0.6,1.5,0.2,2.611037413241376,9167.78094604001,4793.647985300829,0.6115702479338843
1.3,0.7,0.5,0.05,-2.821721788067406,-13962.933033918785,14244.691511254123,0.46835443037974683
1.3,0.7,0.5,0.1,-2.821721788067406,-13962.933033918785,14244.691511254123,0.46835443037974683
1.3,0.7,0.5,0.2,-2.821721788067406,-13962.933033918785,14244.691511254123,0.46835443037974683
1.3,0.7,1.0,0.05,-2.7939267030415267,-13826.198668588002,14107.95714592334,0.46835443037974683
1.3,0.7,1.0,0.1,-2.7939267030415267,-13826.198668588002,14107.95714592334,0.46835443037974683
1.3,0.7,1.0,0.2,-2.7939267030415267,-13826.198668588002,14107.95714592334,0.46835443037974683
1.3,0.7,1.5,0.05,-1.9404840704390862,-9101.200989701849,9541.908553705365,0.46835443037974683
1.3,0.7,1.5,0.1,-1.9404840704390862,-9101.200989701849,9541.908553705365,0.46835443037974683
1.3,0.7,1.5,0.2,-1.9404840704390862,-9101.200989701849,9541.908553705365,0.46835443037974683
1.3,0.8,0.5,0.05,-5.482323594944351,-31931.641755267803,31840.669816389902,0.387434554973822
1.3,0.8,0.5,0.1,-5.482323594944351,-31931.641755267803,31840.669816389902,0.387434554973822
1.3,0.8,0.5,0.2,-5.482323594944351,-31931.641755267803,31840.669816389902,0.387434554973822
1.3,0.8,1.0,0.05,-5.501430248720497,-32147.158629389487,32056.186690511586,0.387434554973822
1.3,0.8,1.0,0.1,-5.501430248720497,-32147.158629389487,32056.186690511586,0.387434554973822
1.3,0.8,1.0,0.2,-5.501430248720497,-32147.158629389487,32056.186690511586,0.387434554973822
1.3,0.8,1.5,0.05,-4.723816749011497,-26357.27610785894,26410.0114434348,0.387434554973822
1.3,0.8,1.5,0.1,-4.723816749011497,-26357.27610785894,26410.0114434348,0.387434554973822
1.3,0.8,1.5,0.2,-4.723816749011497,-26357.27610785894,26410.0114434348,0.387434554973822
